0,1
en: The difference between the right word and almost the right word is the difference between lightning and the lightning bug.,ny: Kusiyana pakati pa mau olondola ndi mau okhala ngati olondola ndi kusiyana pakati pa mphenzi ndi
"en: Your English is grammatically correct, but sometimes what you say just doesn't sound like what a native speaker would say.","ny: Chigerezi chanu ndi cholondola ndithu, koma nthawi zina zina mwa zomwe mumanena sizimveka ngati muthu wobadwira mu chiyankhulochi."
en: I have Japanese and Chinese friends who speak to each other in English since that is the only language they have in common.,ny: Ndili ndi azinzanga a chijapani ndi achitchaina omwe amayankhulana mu chiyankhulo cha chingerezi poti ndi chiyankhulo chokhacho chomwe angayankhulilane.
"en: All the doctors say that I shouldn't drink coffee, but, despite that, I do have a bit now and then when I'm in good company.","ny: Zomwe adokotala ananena ndi zakuti ndisamamwe coffee, koma, angakhale ananena chocho, ndimamwabe ndikakhala ndi gulu lomwe likumwa."
en: Make a good translation of the sentence that you are translating. Don't let translations into other languages influence you.,ny: Masulirani bwino chiganizo chomwe mukumasulira. Musalore kumasulira kodza kamba ka ziyankhulo zina kusokoneze kumasulilaku.
en: One thing I don't like about the iPad is that you can't easily install apps that aren't available through Apple's App Store.,ny: Chithu chimodzi chomwe sindikonda chokhudzana ndi iPad ndi chakuti zimavuta kuika app ina yomwe mu app store mulibe.
"en: Jingle Bells, a popular song around Christmas time, is not really a Christmas song. The lyrics say nothing about Christmas.","ny: Jingle Bells, nyimbo yontchuka mu nyengo ya christmas, si nyimbo yokhudza christmas. zoyimba zake sizikhudza komwe christmas."
"en: I used to watch this anime a lot when I was a kid, but I can't quite remember what happened to the hero in the final episode.","ny: Ndikakonda kuonera kanema wa anime kwambiri pamene ndinali mwana, koma sindingakumbukire chimene chinachitikira katswiriyo mu kanema womaliza."
"en: If your company primarily does business with America, then you should be studying English with a native speaker from America.","ny: Ngati kapmani yanu imapanga malonda ndi America, ndiye ndikofunika kuti muzimphunzira chiyankhulo cha chingerezi ndi anthu omwe anabadwa nacho chilankhulochi ku America"
en: The English language is undoubtedly the easiest and at the same time the most efficient means of international communication.,ny: Chiyankhulo chachingerezi ndichosakayikitsa kuti ndi chophweka komanso pa nthawi yomweyo choyenera polumikizana pa dziko lonse lapansi.
"en: Instead of giving each other Christmas presents this year, we donated the amount we would have spent on presents to a charity.","ny: M'malo mopatsana mphantso za christimas za chaka chino, tinapereka katundu/ndalama zomwe tinakapangira zimenezi ngati zachikondi kwa ena."
"en: Singer and actress Selena Gomez started her career at age seven on the children's public television show ""Barney and Friends.""","ny: Woyimba komanso wazisunzo Selena Gomez anayamba zimenezi ali ndi zaka zisanu ndi ziwiri pa program ya children's public television show ""Barney and Friends."""
"en: A good newspaper reporter takes advantage of what he learns from any source, even the ""little bird told him so"" type of source.","ny: Wolemba nkhani ma newspaper wabwino amatengera mwayi wophunzira kuchokera pa zilizonse zomuzungulira, angakhale ""mbalame yaing'ono inamuuza chocho"" pochokera nkhani."
en: Food prices are at their highest level since the United Nations Food and Agriculture Organization began keeping records in 1990.,ny: Mitengo ya zakudya yakwera zedi kuchokera pomwe United Nations Food and Agriculture anayamba kusunga kalembera mu 1990
en: I've heard that it's impossible to sound like a native speaker unless one starts speaking the language before the age of twelve.,ny: Ndinamva kuti ndizosatheka kuyankhula ngati mwini chiyankhulo pokhapokha atayamba asanakwanitse zaka nkhumi ndi ziwiri.
"en: No matter what your profession, or how happy you may be in it, there are moments when you wish you had chosen some other career.","ny: Kaya ndiwe katswiri wanji pa ntchito yako, kapena mmene mulili osangala mu ntchito yanuyo. pali nthawi zina pomwe umaona ngati unasakha ntchito yolakwika."
"en: When Tom was a kid, he used to collect his father's cigarette butts until he had enough tobacco to roll a cigarette for himself.","ny: Pamene Tom anali mwana, akatolera zotsatira za fodya yemwe bambo ake akasuta mpakana zikakwana kupanga fodya wake-wake wosuta"
en: Satellite imagery is being used in an effort to narrow down the area in the Indian Ocean where floating debris has been observed.,ny: Zowunikira zikugwiritsidwa ntchito pa nyanja ya India ndi cholinga chofuna kuwonetsetsa malo ena ake pa nyanjayi pomwe zawoneka kuti pali zithu zina zomwe zikuyandama pa malopo.
"en: Honey, I know the budget is tight, but do you think we could splurge a bit and have a night out at a fancy restaurant this weekend?","ny: Wokondedwa, ndikudziwa kuti dongosolo la zachuma lovutirapo, komabe mukuganiza kuti tikhoza kukhwefula pang'ono ndikupita ku restaurate yapamwamba kumapeto kwa sabatali usiku?"
"en: Tom went to a fortune teller at the town fair and was told that someone would come into his life whose first name started with ""M"".","ny: Tom anapita kwa wabwebwe/olosera ku town fair ndipo anauzidwa kuti wina wake abwera moyo mwake wa dzina loyambira chilembo ""M""."
"en: A committee is a group of people who individually can do nothing, but who, as a group, can meet and decide that nothing can be done.","ny: Komiti ndi gulu la wathu lomwe modzimodzi mwa iwo sangapange kathu, koma ngati gulu akhoza kukumana ndi kupanga kathu."
"en: Oh, sure, I studied English in my school days. But it wasn't until two or three years ago that I really started taking it seriously.","ny: Oh theradi, ndinaphunzira chizungu mu masiku anga a sukulu. Koma sipanatengere zaka ziwiri kapena zitatu zapitazo pomwe ndinayamba kuzitengera zenizeni."
"en: In 1964, Roger Miller agreed to record sixteen songs. One of those songs was ""Dang Me."" It became his first number one selling record.","ny: Mu chaka cha 1964, Roger Miller anavomera kutulutsa nyimbo 16. Imodzi mwa nyimbozo inali ""Dang me"" inali nyimbo yomwe anagulitsa kwambiri"
"en: Tom hadn't washed clothes in a long time, so he searched through his dirty clothes to see if there was something clean enough to wear.","ny: Tom watenga nthawi asanachape zovala zake, kotelo anayang'ana mu zovala zake zakuda kuti apeze ngati mungapezeke zoyererako kuti avale"
en: One way to lower the number of errors in the Tatoeba Corpus would be to encourage people to only translate into their native languages.,ny: Njira imodzi yochepetsera zolakwika mu Tatoeba Corpus ndikulimbikitsa aliyense kumasulira mu chiyankhulo chobadwa nacho.
en: I want a religion that respects the differences that exist between people and that states that each individual has their own personality.,"ny: Ndikufuna chipemphezo cholemekeza kusiyana komwe kulipo pakati pa wathu, komanso chomwe chimanena kuti aliyense ali ndi mbali yake ngati munthu payenkha."
"en: She has a boyfriend she's been going out with since high school, but she feels their relationship is in a rut, so she's become discontented.","ny: Anali ndi chibwenzi chake chomwe amayenda nacho kuyambira ku secondary sukulu, koma akumverera kuti ubwenzi wawo wavuta. Kotero wakhala wosaukitsika."
en: Always use distilled water in steam irons because using ordinary water will cause a mineral build-up over time that will clog the steam holes.,"ny: Nthawi zonse gwiritsani ntchito madzi okozedwa bwino lomwe mu makina owongola zovala chifukwa kugwiritsa ntchito madzi wamba, kumapangitsa kutseka ma bowo omwe makinawa amakhala nawo kamba ka zomwe madziwa amapanga."
en: I think it's a shame that some foreign language teachers were able to graduate from college without ever having studied with a native speaker.,ny: Ndikuona ngati ndi zamanyazi kuti amphunzitsi ochokera maiko akunja anamaliza mamphunziro awo ku koleji opanda olo ndi kamodzi komwe kuphunzitsidwa ndi badwa za derali.
"en: You can fool some of the people all of the time, and all of the people some of the time, but you can't fool all of the people all of the time.","ny: Ukhoza kupusisa athu wena nthawi zonse, ndipo athu onse mu nthawi ina. komabe sugapusitse athu onse nthawi zonse."
"en: If you translate from your second language into your own native language, rather than the other way around, you're less likely to make mistakes.","ny: Ngati umasulira chiyankhulo chako chachiwiri kuchokera mu chiyankhulo chobadwa nacho, kusiyana ndi mbali inayo. ndi povuta kupanga zolakwika."
"en: People speak so much about the need for leaving a better planet for our children, and forget the urgency of leaving better children for our planet.","ny: Athu amayakhula kwambiri zofunika kusiya dziko labwino kwa ana athu, Sitiganiza zosiya ana abwino ku dziko lathu."
en: The Australian Prime Minister has said that he does not intend to engage in megaphone diplomacy with Egypt over the jailing of an Australian journalist.,ny: Nduna ya ikulu yanena kuti sakuganizira zolowetsapo kuyankhulana mwa mkweza mawu ndi dziko la Aigupto chifukwa cha mtolankhani yemwe anamagidwa wachi Austraria
"en: You may not learn to speak as well as a native speaker, but you should be able to speak well enough that native speakers will understand what you have to say.","ny: Simugaphunzire kuyakhula ngati eni ake a chiyankhulo, koma uyenera kutha kuyankhula moti eni chiyankhulo ndi kumvetsa zomwe ukuyankhula"
"en: If a person has not had a chance to acquire his target language by the time he's an adult, he's unlikely to be able to reach native speaker level in that language.","ny: Ngati muthu analephera kuphunzira chiyankhulo adakali mwana, ndi kovuta kuti azayakhule ngati mwini chiyakhulo atakula."
"en: It's still too hard to find a job. And even if you have a job, chances are you're having a tougher time paying the rising costs of everything from groceries to gas.","ny: Ndikovutabe kupeza ntchito. Angakhale utapeza ntchito, mwayi omwe uli nawo"
"en: You can't easily put photos on an iPad from more than one computer. However, you can email photos to yourself from various computers and download these photos to your iPad.","ny: Ndikovuta kuyika zithunzi pa iPad kuchokera pa ma kompyuta oposera imodzi. Ngakhale zili chochobe, ukhoza kutumiza zithunzi zako kwa iwe mwini kugwiritsa ntchito email yako kuchokera ma kompyuta angapo ndikuzitsitsa kugwiritsa ntchito iPad imodzi."
"en: You can't view Flash content on an iPad. However, you can easily email yourself the URLs of these web pages and view that content on your regular computer when you get home.","ny: Sungaone zithu zamu fulashi kugwiritsa ntchito iPad. Ngakhale zili chocho, ukhoza kuzitumizira wekha mosavuta kumatsamba amenewa ndikuziona zithuzo kugwiritsa ntchito kompyuta ina utafika kunyumba."
"en: A mistake young people often make is to start learning too many languages at the same time, as they underestimate the difficulties and overestimate their own ability to learn them.",ny: Kulakwitsa komwe achinyamata amachita nthawi zambiri ndi kuyamba kumphunzira ziyankhulo zambiri mu nthwi imodzi akuchepetsa zovuta komanso kukulitsa lutha lawo
"en: No matter how much you try to convince people that chocolate is vanilla, it'll still be chocolate, even though you may manage to convince yourself and a few others that it's vanilla.",ny: Angakhale mutanena kosalekeza kuwamemeza athu kuti chocolate ndi vanilla. chikhalabe chocolate. Angakhale mutakwanitsa kuvomereza ndi azizanu ndi vanilla.
"en: In 1969, Roger Miller recorded a song called ""You Don't Want My Love."" Today, this song is better known as ""In the Summer Time."" It's the first song he wrote and sang that became popular.","ny: Mu 1969, Roger Miller anatulutsa nyimbo mutu wake ""Sufuna chikondi changa"". lero, nyimboyi imadziwika bwino kuti ""its summer time"". Ndi nyimbo yoyamba yomwe analemba ndi kuyimba koyamaba."
en: A child who is a native speaker usually knows many things about his or her language that a non-native speaker who has been studying for years still does not know and perhaps will never know.,ny: Mwana wobadwira mu chiyankhulo nthawi zambiri amadziwa zochuluka za chiyankhulocho kusiyana ndi munthu yemwe wakhala akuphunzira chiyankhulocho kwa zaka zochuluka koma zoti saziwa ndipo sazadziwa bwino lomwe.
"en: There are four main causes of alcohol-related death. Injury from car accidents or violence is one. Diseases like cirrhosis of the liver, cancer, heart and blood system diseases are the others.","ny: Pali njira zinayi zodzetsa imfa kamba ka kumwa mowa, ngozi yapamsewu kapena chipolowe. nkhansa ya chiwindi, khansa, matenda a mtima ndi kayendedwe ka magazi thupi ndi zinanso mwa izo"
"en: There are mothers and fathers who will lie awake after the children fall asleep and wonder how they'll make the mortgage, or pay their doctor's bills, or save enough for their child's college education.","ny: Pali azimayi ndi azibambo omwe akhalabe asanagone panthawi yomwe ana awo agona ndikuganizira mmene agaperekere ngongole zawo, kapena ma bilu akuchipatala, kapena kusunga ndalama za mamphunziro za ana awo ku kolenji."
en: A carbon footprint is the amount of carbon dioxide pollution that we produce as a result of our activities. Some people try to reduce their carbon footprint because they are concerned about climate change.,"ny: Carbon footprint ndi kuchuluka kwa mpweya oyipa omwe omwe wawononga omwe timaupanga kuchokera mu zopanga zathu, Athu ena amachepetsa kupanga mpweyawu poganizira kusintha kwa nyengo."
"en: Since there are usually multiple websites on any given topic, I usually just click the back button when I arrive on any webpage that has pop-up advertising. I just go to the next page found by Google and hope for something less irritating.","ny: Poti pali ma tsmaba ambiri a internate pa nkhani ina iliyonse yaperekedwa, nthawi zambiri ndimagodina batani la mbuyo pa webu ina iliyonse ndalowapo lomwe likulengeza. Ndimagopita pa tsamba lotsatilallo lapelekedwa ndi google, ndikuona pamenepo kuti pakhoza kukhala zobowa zochepelako."
"en: If you want to sound like a native speaker, you must be willing to practice saying the same sentence over and over in the same way that banjo players practice the same phrase over and over until they can play it correctly and at the desired tempo.","ny: Ngati ukufuna kumveka ngati bamdwa ya chiyankhulo, ukuyenera kumabwereza kunena ngati chiganizo chomwechomwecho ngagapo konse ngati mmene oyimba banja amachitira pobwerza pamkana pomwepomwepo mpakana atayimba moyenera ndi kutulutsa moyenerera."
"en: Tom hurt his left knee during practice, so John had to play the game in his place.","ny: Tom anavulala bondo lake lakumamzere akuyeserera, kotero John amayenera kusewera masewerowo mmalo mwake."
"en: Tom liked Mary for years, but at some point, his feelings for her changed to love.","ny: Tom anamukonda Mary kwa zaka, koma pa nthawi ina, ma mverero ake anasitha kukhala kungwa chikondi."
en: Tom said he thought that it would be a big mistake to tell Mary what had happened.,ny: Tom anati anaganiza kuti kukhala kulakwitsa kwakukulu kumuuza Mary zomwe zinachitika.
"en: Tom took thousands of pictures during his vacation, but then never looked at them.","ny: Tom anatenga zithunzi za zikwi ku ntchuthi kwake, komabe sanazionenso komwe."
en: Tom wants to buy an eight-track player to put in the car his grandmother gave him.,ny: Tom akufuna kugula choyimba kasanu ndi katatu kuti ayike mu galimoto yomwe anamupatsa agogo ake.
"en: When I visited their apartment, the couple was right in the middle of an argument.","ny: Mmene ndinawayendera komwe amakhala, iwo anali ali mkatimkati mokangana."
"en: When I was 10 years old, I thought that when I would be 16, my life would be cool.","ny: Ndili ndi zaka nkhumi, ndikaganiza kuti ndizakakwana zaka nkhumi zisanu ndi chimodzi, moyo wanga uzakhala pabwino."
en: A man's worth should be judged by his character rather than by his social position.,ny: Ulemu wa munthu uzitengera nkhalidwe lake osati udindo wake mu mdera.
"en: As soon as I can get a decent video camera, I'll start making videos to put online.","ny: Ndikazagopeza kamera yabwino yojambula video, ndizayamba kutulutsa ma vedio pa internate."
"en: At the time of the accident, almost all of the passengers on the bus were sleeping.","ny: Pathawi yangoziyo, pafupifupi onse anali mu basiyo anali akugona."
"en: Because the voices of protest grew louder and louder, his speech couldn't be heard.","ny: Chifukwa mau a wathu opanga zionetserowo anali okwera-kwerera, zoyakhula zake sizimamveka."
"en: Cats are aloof, guinea pigs are nervous, and dogs need constant love and attention.","ny: Amphaka sakonda, Nkhumba ndi zamanjenje, ndipo agalu amafuna chikondi pafupipafupi ndi kusamalidwa."
en: Experts say coffee prices are rising mainly because people are willing to pay more.,ny: Akastwiri anena kuti mitengo ya coffee ikukwerera-kwerera chifukwa athu ali ololera kupereka zambiri.
"en: Generally speaking, college students have more free time than high school students.","ny: Kunena mwantchuntchuntchu, ana a kolenji ali ndi nthawi yoseweretsa yambiri kusiyana ndi ana a ku secondadry."
en: He is by nature a kind person and is popular with the children in his neighborhood.,ny: Anabadwa muthu wachifundo ndipo ndi odziwika ndi ana omuzungulira mderali.
"en: I could have stayed a while longer, but I was getting tired, so I decided to leave.","ny: Ndinakakhala kanthawi ndithu, koma ndimadzimva kutopa, kotero ndinaganiza zonyamuka."
"en: I have many friends who speak fluently, but still don't sound like native speakers.","ny: Ndili ndi azizanga ambiri omwe amayankhula bwino lomwe , komabe samveka ngati eni chiyankhulo."
en: I spend as much time working in the garden in one day as my brother does in a week.,ny: Ndimakhala ndi nthawi yambiri yogwira ntchito munda tsiku limodzi pomwe chimwene wanga amapanga mu sabata lathuthu.
en: I still have a lot of questions I want to ask you about your relationship with Tom.,ny: Ndidakali ndi mafunso ambiri oti ndikufunseni zokhudza ubwenzi wanu ndi Tom.
en: I told you it was dangerous. The reason you got hurt was because you didn't listen.,ny: Ndinakuuzani kuti ndi zoopysaa. Ndi chifukwa chake wavulala chifukwa sunandimvere.
"en: I'm thinking of going somewhere for a change of air, since my doctor advises me to.","ny: Ndikuganiza zopita kwina kwake poduka mphepo, ma dokotala anandilangiza choncho."
"en: If you don't do what I tell you to do, I can't be responsible for the consequences.","ny: Ngati suchita zomwe ndakuuza kuti uchite, sindikgakhale woyankhira pa zotsatira zake."
"en: In our next class, we will study the days of the week, the months, and the seasons.","ny: Mu kalasi yathu yotsatira, tikamphunzira masiku a pa sabata, miyezi, ndiponso nyengo."
"en: In the U.S., it is illegal to torture people in order to get information from them.","ny: Mu U.S, simulandu kuzunza athu ndi cholinga chofuna kutolera umboni kwa iwo."
en: Industrialization had a great influence on the development of the economy in Japan.,ny: Zopangapanga zinafulumizitsa chitukuko pa chuma dziko la Japan.
en: Insecticides are agricultural chemicals that exterminate insects harmful to plants.,ny: Insecticides ndi mankhwala a ulimi opagidwa ndi ma kemiko ofuna kuthana ndi zoononga zomera.
"en: It was exceptionally cold last summer, and the rice crop was the worst in 10 years.","ny: Kunazizira nyengo yotentha yapitayi, ndipo mbeu ya mpunga sinachite bwino zaka nkhumi zapita."
en: It was not until she finished reading the book that she noticed who had written it.,ny: Samadziwa amene analemba buku lomwe amawerenga kufikira mmene anamaliza kuwerenga bukulo.
en: My grandmother used to use her sewing machine a lot up until about three years ago.,ny: Agogo anga akazi amkagwiritsa ntchito makina osokora kwambiri kufikira zaka zitatu zapitazo.
"en: No matter how many people tell him he made a mistake, Tom still insists he's right.","ny: Kusategera kuti ndi athu angati amuuza kuti akulakwitsa, Tom amaumililabe kuti amalondola."
"en: Recently I have been feeling a little tired, so I have not gone swimming this week.","ny: Posachedwapa ndimamverera otopa, kotero sindinapite kosambira mu sabatayi."
en: Sixty percent of Japanese adult males drink alcoholic beverages on a regular basis.,ny: Athu 60 pa 100 iliyonse akulu ku Japan amuna amamwa zokumwa zoledzeretsa mwa nthawi iliyonse.
"en: Some people bring joy wherever they go, and some people bring joy whenever they go.","ny: Athu ena amabweretsa chimwemwe kuli konse angapite, ndipo athu ena amabweretsa chimwemwe paliponse angapite."
"en: The climate of England isn't as mild as Japan, but in the summer, it's much cooler.","ny: Nyengo ya ku Mangalande siposa yaku Japani, koma mu chilimwe, kumazizira."
"en: The more time you spend talking about what you do, the less time you have to do it.","ny: Nthawi yambiri yomwe umakhala ukuyankhula zomwe ukuchita, ndi nthawi yochepa yomwe umakhala nayo yochitadi."
en: The restaurant owner allowed her to take table scraps home to feed all of her dogs.,ny: Mwini wake wa malo odyera anamulola kuti atenge zakudya zotsala kuti akadyetse agalu ake onse.
"en: There are several good protections against temptation, but the surest is cowardice.","ny: Pali njira zingapo zozitetezera ku mayesero, koma yabwino ndi kuopa."
en: There is a sewing machine and an ironing board in the room where Tom used to sleep.,ny: Muli makina osokera ndi thabwa loikapo simbi powongola zovala mu chipinda chomwe Tom akagonamo.
en: There is an urgent need for understanding how climate change will affect our lives.,ny: Pakufunika mwasanga kumvetsetsa mmene kusintha kwa nyengo kuzatikhudzire miyoyo yathu.
"en: This time, the exam was not just difficult, but also, the questions were ambiguous.","ny: Nthawi ino, mayeso sanagovuta kokha, komanso osamvetsetseka."
en: Tom and Mary's little boy loves sitting on the kitchen floor banging pots and pans.,ny: Kamwana kakamuna ka Tom ndi Mary kamakonda kukhala pansi ku kitchini ndikumaimba mapoto ndi ma pani.
en: Tom asked Mary to pick up some toothpaste and some toilet paper at the supermarket.,ny: Tom anamufunsa Mary kuti atenge mankhwala otsukira kamwa ndinso ma pepala akuchimbudzi pa supermarket.
en: Tom became tired of always having to pay the bill every time he went out with Mary.,ny: Tom anatopa nazo nthawi zonse chifukwa cholipira zomwe agwiritsa ntchito akangoyenda ndi Mary.
en: Tom believes that the rich deserve to be rich and that the poor deserve to be poor.,ny: Tom amakhulupilira kuti olemera ndi oyenera kukhala olemera ndiponso osauka ndi woyenera kukhala osauka.
en: Tom certainly had plenty of opportunities to go to concerts while he was in Boston.,ny: Tom mwa theradi anali ndi mwayi wonse opita ku zokawonera nthawi yomwe anali ku Boston.
en: Tom certainly looked and sounded better than he did last month when we visited him.,ny: Tom theradi amaoneka komanso kumveka bwinonoko kusiyana ndi mwenzi watha mmene tinamuyendera iye.
en: Tom hit the nail on the head when he said our team lacks enthusiasm and motivation.,ny: Tom anagoyankhula mwa ntchutchutchu pamene ananena kuti gulu lathu likusowa chidwi ndi kulimbikitsidwa.
en: Tom wanted Mary to talk to John about the problem she was having with his children.,ny: Tom amafuna Mary amuyankhule John zokhudza mavuto amakumana nawo a ana ake.
en: Tom was sentenced to five days in jail and a year on probation for drunken driving.,ny: Tom anagamulidwa kukakhala mu ndende masiku asanu komanso chaka chifukwa choyendetsa galimoto anamwa mowa.
en: We'll need a head hunting agency to find the right man for this executive position.,ny: Tikufunika katswiri wofufuza kuti atipezere muthu pa ntchito yoyendetsa pa udindowu.
"en: When he returned, he brought a baseball cap and gave it as a present to his friend.","ny: Mmene anabwerera, anagula chikho cha baseball ndikumpatsa mzake ngati mphatso."
"en: After she lost her job, she couldn't afford to feed her dogs, so she gave them away.","ny: Atachotsedwa ntchito, amkalemphera kudyetsa agalu ake, kotero anawapereka kwa ena."
"en: By this time next year, you will have visited almost all the famous places in Japan.","ny: Pozafika nthawi ngati ino mchaka cha mawa, uzakhala utayendera malo onse ontchuka ku Japan."
en: China has imposed a no-fly zone over several disputed islands in the East China Sea.,ny: China yaletsa zoulika mmwamba kudutsa malo mwawo chifukwa cha kusephana maganizo pa zilumba zomwe zili kummawa kwa nyanja yaikulu ya China.
en: He doesn't want to leave the room because he's afraid that he'll catch another cold.,ny: Sakufuna kutuluka mu chipindamo chifukwa akuopa kuti akazizidwanso akagotuluka.
en: He studied the scientists considered to be the most significant of the 19th century.,ny: Anamphunzira za sayansi poganizira kuti ndi zofunika kwambiri mu zaka zama 19 century.
"en: Her car might be more pleasant to drive, but it also costs her more for maintenance.","ny: Galimoto yake ikhoza kukhala yosangalatsa kuyendetsa, koma ndiyodula kuikonzanso."
"en: I know you've been waiting a long time, but could you wait just a little bit longer?","ny: Ndikudziwa kuti mwakhala mukudikira kanthawi ndithu, komabe mugadikire kanthawi kochepa?"
en: I regret that a previous engagement prevents me from accepting your kind invitation.,ny: Ndinakhumudwa kuti chikozero chinalipo chinandikanizitsa ine kulandira kuyitana kwanu.
"en: I thought we had eaten everything in the house, but I found another box of crackers.","ny: Ndimaganiza ngati tinadya zonse nyumbamo, koma ndinapeza bokosi lama bisiketi."
en: I've been agonizing over whether to do what Tom suggested or do what Mary suggested.,ny: Ndakhala ndikusaukitsidwa maganizo kuti ndichite zomwe Tom amaganiza kapena zomwe Mary amaganiza.
"en: If my wife calls, just tell her I'm in an important meeting and cannot be disturbed.","ny: Ngati mkazi wanga angayimbe lamya, ungomuuza kuti ndili mu msonkhano ofunikira ndipo sindigasokonezedwe."
"en: If you want something to be done right, sometimes you've just got to do it yourself.","ny: Ngati ukufuna china chake chichitike molondola, nthawi zina kumagofunika kuti uchite iwe mwini."
en: Is it true that illegal immigrants are taking jobs away from citizens who want them?,ny: Ndi zoona kuti obwera mophwanya malamulo akugwira ntchito zomwe eni nthaka akuzifuna?
en: It was no coincidence that both Tom and Mary were in the cafeteria at the same time.,ny: Zinagochitika mwa mwayi kuti onse Tom ndi Mary anali mu malo odyera pa nthawi imodzi.
"en: She advised him to see the dentist, but he said he didn't have enough time to do so.","ny: Anamulangiza kuti akakumane ndi katswiri wa za mano, koma anati alibe nthawi yokwanira kutero."
"en: She bought him a dog. However, he was allergic to dogs, so they had to give it away.",ny: Anamugulira galu. Komabe sakonda agalu. chocho anagopereka kwa ena.
en: The Titanic's lifeboats only had enough space to carry about half of those on board.,ny: Zopulumutsira pa ngozi pa nyanja zinali zokwanira theka kwa iwo anakwera Titanic.
en: The coach urged his team not to be complacent following their four consecutive wins.,ny: Mphunzitsi wa team analimbikitsa osewera kuti asatailire potsatira kupambana kwawo kanayi motsogozana.
en: The company is owned by a group of entrepreneurs who started it right after the war.,ny: Aini ake a Kampani ndi kagulu ka wathu omwe ndi a malonda omwe anayamba itagotha nkhondo.
"en: The day after going to the gym, parts of my body hurt that I didn't even know I had.","ny: Tsiku lotsatira nditapita ku gym, malo wena a thupi mwanga amapweteka moti sindimadziwa kuti ndinapwetekeka."
en: The library near my house is now open only three days a week due to budget cutbacks.,ny: Malo owerengera omwe ali pafupi ndi nyumba yanga atsegulidwa tsopano koma masiku atatu okha pa sabata chifukwa choperewera kwa ndalama.
en: The management finally succumbed to the demand of the workers and gave them a raise.,ny: Oyendetsa pomalizira anagonjera ku zofuna za ogwira ntchito ndipo awawonjezera malipilo.
"en: The more you look, the more you will see, and the more interesting they will become.","ny: Ukayang'ana kwambiri, ndi kwambirinso mmene uonere, ndinso zimaoneka zosangalatsa kwambiri."
en: The samples were collected from two hundred medical institutions all over the world.,ny: Mazana awiri anatoleledwa muma sukulu a zaumoyo dziko lonse.
en: Tom and Mary were in the middle of a heated argument when John walked into the room.,ny: Tom ndi Mary anali ali mkati mokangana kwambiri pamene John analowa mu chipindacho.
en: Tom believes it's absolutely necessary to drink at least a liter of water every day.,ny: Tom amakhulupilira kuti mwa theradi ndikofunika kumwa lita imoodzi ya madzi tsiku lina lililonse.
en: Tom bought an engagement ring for Mary with money he inherited from his grandfather.,ny: Tom anagulira Mary kachitsulo ka manja ka chikole kuchokera ku ndalama zomwe anapatsidwa ndi agogo ake amuna.
"en: Tom claims he doesn't watch much TV, but he watches more than three hours every day.","ny: Tom amalimbikira kuti sawonera kwambiri kanema, koma amaonera kwambiri ma ola atatu tsiku lina lililonse."
en: Tom doesn't have many clothes. That's why you always see him wearing the same thing.,ny: Tom alibe zovala zambiri. Ndichifukwa chake mumamuona akuvala zovala zomwezomwezo.
en: Tom found some skeletons in the cupboard when he was researching his family history.,ny: Tom anapeza mafupa mosungira zithu mmene amayang'ana mbiri ya banja lake.
"en: Tom laughed at some of Mary's jokes, but he thought some of them weren't very funny.","ny: Tom amaseka nthabwala za Mary, koma anaganiza kuti zina mwa izo sizinali nthabwala zoseketsa kwenikweni."
en: Tom put up with the pain for a couple of weeks before finally going to the hospital.,ny: Tom anapilira ndi kuwawa komwe amamva masabata angapo asanapite pamapeto ake ku chipatala.
en: Tom sat staring at the tropical fish swimming around in the aquarium in his bedroom.,ny: Tom anakhala pansi ndikuyang'anitsitsa nthawi yaitali nsomba za tropical zikusambira mu aqurium ku chipinda chake.
"en: Tom wanted to stick around to see what would happen. Unfortunately, he had to leave.","ny: Tom anakhalabe kuti awone chomwe chichitike. mwatsoka lake, anayenera kuchokapo"
"en: Tom warned Mary that John was nothing but trouble. However, she ignored his warning.",ny: Tom anamuchenjeza Mary kuti John siwabwino koma mavuto. Komabe iye sanamvere kuchenjezaku.
en: Tom's parents don't want Tom and Mary to live together until after they are married.,ny: Makolo a Tom sakufuna kuti Tom ndi Mary akhalire malo amodzi pokhapokha atakwatirana.
en: Visitors are usually asked to remove their shoes before they enter a Japanese house.,ny: Alendo nthawi zambiri amauzidwa kuti avule nsapato zawo asanalowe nyumba za ma Japanese.
"en: Why shouldn't truth be stranger than fiction? Fiction, after all, has to make sense.","ny: Chifukwa chiyani zoona zimakhala zodabwitsa kusiyana ndi nkhani zogopeka?. Zogopeka, mwa zonse, ziyenera kupereka tathauzo."
"en: With many students chatting, it was difficult to hear what the professor had to say.","ny: Ndi omphunzira ambiri akucheza, zinali zovuta kuti umve zomwe a professor amafuna kunena."
en: You should always spend time doing things that help your children get ahead in life.,ny: Ukuyenera kutaya nthawi kuchita zithu zomwe zingathandize ana ako kupita patsogolo mu moyo wawo.
"en: Let's go to the movies next time. ""What makes you think there will be a next time?""","ny: Tiyeni tipite koonera kanema nthawi ina. ""Chomwe chikukupangitsa kuti kuzakhala nthawi ina ndi chani?"""
"en: An infant is not capable of speaking, so it just screams until it gets what it wants.","ny: Kamwana sikatha kuyankhula, chocho kamagofuula mpakana kapeze zomwe kakufuna."
