sentence,category,chich_gloria,chich_shadreck
Tom became tired of always having to pay the bill every time he went out with Mary.,Online,Tom anatopa nazo nthawi zonse chifukwa cholipira zomwe agwiritsa ntchito akangoyenda ndi Mary.,Tom anatopa nazo nthawi zonse chifukwa cholipira zomwe agwiritsa ntchito akangoyenda ndi Mary.
Tom believes that the rich deserve to be rich and that the poor deserve to be poor.,Online,Tom amakhulupilira kuti olemera ndi oyenera kukhala olemera ndiponso osauka ndi woyenera kukhala osauka.,Tom amakhulupilira kuti olemera ndi oyenera kukhala olemera ndiponso osauka ndi woyenera kukhala osauka.
Tom certainly had plenty of opportunities to go to concerts while he was in Boston.,Online,Tom mwa theradi anali ndi mwayi wonse opita ku zokawonera nthawi yomwe anali ku Boston.,Tom mwa theradi anali ndi mwayi wonse opita ku zokawonera nthawi yomwe anali ku Boston.
Tom certainly looked and sounded better than he did last month when we visited him.,Online,Tom theradi amaoneka komanso kumveka bwinonoko kusiyana ndi mwenzi watha mmene tinamuyendera iye.,Tom theradi amaoneka komanso kumveka bwinonoko kusiyana ndi mwenzi watha mmene tinamuyendera iye.
Tom hit the nail on the head when he said our team lacks enthusiasm and motivation.,Online,Tom anagoyankhula mwa ntchutchutchu pamene ananena kuti gulu lathu likusowa chidwi ndi kulimbikitsidwa.,Tom anagoyankhula mwa ntchutchutchu pamene ananena kuti gulu lathu likusowa chidwi ndi kulimbikitsidwa.
Tom wanted Mary to talk to John about the problem she was having with his children.,Online,Tom amafuna Mary amuyankhule John zokhudza mavuto amakumana nawo a ana ake.,Tom amafuna Mary amuyankhule John zokhudza mavuto amakumana nawo a ana ake.
Tom was sentenced to five days in jail and a year on probation for drunken driving.,Online,Tom anagamulidwa kukakhala mu ndende masiku asanu komanso chaka chifukwa choyendetsa galimoto anamwa mowa.,Tom anagamulidwa kukakhala mu ndende masiku asanu komanso chaka chifukwa choyendetsa galimoto anamwa mowa.
We'll need a head hunting agency to find the right man for this executive position.,Online,Tikufunika katswiri wofufuza kuti atipezere muthu pa ntchito yoyendetsa pa udindowu.,Tikufunika katswiri wofufuza kuti atipezere muthu pa ntchito yoyendetsa pa udindowu.
"When he returned, he brought a baseball cap and gave it as a present to his friend.",Online,"Mmene anabwerera, anagula chikho cha baseball ndikumpatsa mzake ngati mphatso.","Mmene anabwerera, anagula chikho cha baseball ndikumpatsa mzake ngati mphatso."
"After she lost her job, she couldn't afford to feed her dogs, so she gave them away.",Online,"Atachotsedwa ntchito, amkalemphera kudyetsa agalu ake, kotero anawapereka kwa ena.","Atachotsedwa ntchito, amkalemphera kudyetsa agalu ake, kotero anawapereka kwa ena."
"By this time next year, you will have visited almost all the famous places in Japan.",Online,"Pozafika nthawi ngati ino mchaka cha mawa, uzakhala utayendera malo onse ontchuka ku Japan.","Pozafika nthawi ngati ino mchaka cha mawa, uzakhala utayendera malo onse ontchuka ku Japan."
China has imposed a no-fly zone over several disputed islands in the East China Sea.,Online,China yaletsa zoulika mmwamba kudutsa malo mwawo chifukwa cha kusephana maganizo pa zilumba zomwe zili kummawa kwa nyanja yaikulu ya China.,China yaletsa zoulika mmwamba kudutsa malo mwawo chifukwa cha kusephana maganizo pa zilumba zomwe zili kummawa kwa nyanja yaikulu ya China.
He doesn't want to leave the room because he's afraid that he'll catch another cold.,Online,Sakufuna kutuluka mu chipindamo chifukwa akuopa kuti akazizidwanso akagotuluka.,Sakufuna kutuluka mu chipindamo chifukwa akuopa kuti akazizidwanso akagotuluka.
He studied the scientists considered to be the most significant of the 19th century.,Online,Anamphunzira za sayansi poganizira kuti ndi zofunika kwambiri mu zaka zama 19 century.,Anamphunzira za sayansi poganizira kuti ndi zofunika kwambiri mu zaka zama 19 century.
"Her car might be more pleasant to drive, but it also costs her more for maintenance.",Online,"Galimoto yake ikhoza kukhala yosangalatsa kuyendetsa, koma ndiyodula kuikonzanso.","Galimoto yake ikhoza kukhala yosangalatsa kuyendetsa, koma ndiyodula kuikonzanso."
"I know you've been waiting a long time, but could you wait just a little bit longer?",Online,"Ndikudziwa kuti mwakhala mukudikira kanthawi ndithu, komabe mugadikire kanthawi kochepa?","Ndikudziwa kuti mwakhala mukudikira kanthawi ndithu, komabe mugadikire kanthawi kochepa?"
I regret that a previous engagement prevents me from accepting your kind invitation.,Online,Ndinakhumudwa kuti chikozero chinalipo chinandikanizitsa ine kulandira kuyitana kwanu.,Ndinakhumudwa kuti chikozero chinalipo chinandikanizitsa ine kulandira kuyitana kwanu.
"I thought we had eaten everything in the house, but I found another box of crackers.",Online,"Ndimaganiza ngati tinadya zonse nyumbamo, koma ndinapeza bokosi lama bisiketi.","Ndimaganiza ngati tinadya zonse nyumbamo, koma ndinapeza bokosi lama bisiketi."
I've been agonizing over whether to do what Tom suggested or do what Mary suggested.,Online,Ndakhala ndikusaukitsidwa maganizo kuti ndichite zomwe Tom amaganiza kapena zomwe Mary amaganiza.,Ndakhala ndikusaukitsidwa maganizo kuti ndichite zomwe Tom amaganiza kapena zomwe Mary amaganiza.
"If my wife calls, just tell her I'm in an important meeting and cannot be disturbed.",Online,"Ngati mkazi wanga angayimbe lamya, ungomuuza kuti ndili mu msonkhano ofunikira ndipo sindigasokonezedwe.","Ngati mkazi wanga angayimbe lamya, ungomuuza kuti ndili mu msonkhano ofunikira ndipo sindigasokonezedwe."
"If you want something to be done right, sometimes you've just got to do it yourself.",Online,"Ngati ukufuna china chake chichitike molondola, nthawi zina kumagofunika kuti uchite iwe mwini.","Ngati ukufuna china chake chichitike molondola, nthawi zina kumagofunika kuti uchite iwe mwini."
Is it true that illegal immigrants are taking jobs away from citizens who want them?,Online,Ndi zoona kuti obwera mophwanya malamulo akugwira ntchito zomwe eni nthaka akuzifuna?,Ndi zoona kuti obwera mophwanya malamulo akugwira ntchito zomwe eni nthaka akuzifuna?
It was no coincidence that both Tom and Mary were in the cafeteria at the same time.,Online,Zinagochitika mwa mwayi kuti onse Tom ndi Mary anali mu malo odyera pa nthawi imodzi.,Zinagochitika mwa mwayi kuti onse Tom ndi Mary anali mu malo odyera pa nthawi imodzi.
"She advised him to see the dentist, but he said he didn't have enough time to do so.",Online,"Anamulangiza kuti akakumane ndi katswiri wa za mano, koma anati alibe nthawi yokwanira kutero.","Anamulangiza kuti akakumane ndi katswiri wa za mano, koma anati alibe nthawi yokwanira kutero."
"She bought him a dog. However, he was allergic to dogs, so they had to give it away.",Online,Anamugulira galu. Komabe sakonda agalu. chocho anagopereka kwa ena.,Anamugulira galu. Komabe sakonda agalu. chocho anagopereka kwa ena.
The Titanic's lifeboats only had enough space to carry about half of those on board.,Online,Zopulumutsira pa ngozi pa nyanja zinali zokwanira theka kwa iwo anakwera Titanic.,Zopulumutsira pa ngozi pa nyanja zinali zokwanira theka kwa iwo anakwera Titanic.
The coach urged his team not to be complacent following their four consecutive wins.,Online,Mphunzitsi wa team analimbikitsa osewera kuti asatailire potsatira kupambana kwawo kanayi motsogozana.,Mphunzitsi wa team analimbikitsa osewera kuti asatailire potsatira kupambana kwawo kanayi motsogozana.
The company is owned by a group of entrepreneurs who started it right after the war.,Online,Aini ake a Kampani ndi kagulu ka wathu omwe ndi a malonda omwe anayamba itagotha nkhondo.,Aini ake a Kampani ndi kagulu ka wathu omwe ndi a malonda omwe anayamba itagotha nkhondo.
"The day after going to the gym, parts of my body hurt that I didn't even know I had.",Online,"Tsiku lotsatira nditapita ku gym, malo wena a thupi mwanga amapweteka moti sindimadziwa kuti ndinapwetekeka.","Tsiku lotsatira nditapita ku gym, malo wena a thupi mwanga amapweteka moti sindimadziwa kuti ndinapwetekeka."
The library near my house is now open only three days a week due to budget cutbacks.,Online,Malo owerengera omwe ali pafupi ndi nyumba yanga atsegulidwa tsopano koma masiku atatu okha pa sabata chifukwa choperewera kwa ndalama.,Malo owerengera omwe ali pafupi ndi nyumba yanga atsegulidwa tsopano koma masiku atatu okha pa sabata chifukwa choperewera kwa ndalama.
The management finally succumbed to the demand of the workers and gave them a raise.,Online,Oyendetsa pomalizira anagonjera ku zofuna za ogwira ntchito ndipo awawonjezera malipilo.,Oyendetsa pomalizira anagonjera ku zofuna za ogwira ntchito ndipo awawonjezera malipilo.
"The more you look, the more you will see, and the more interesting they will become.",Online,"Ukayang'ana kwambiri, ndi kwambirinso mmene uonere, ndinso zimaoneka zosangalatsa kwambiri.","Ukayang'ana kwambiri, ndi kwambirinso mmene uonere, ndinso zimaoneka zosangalatsa kwambiri."
The samples were collected from two hundred medical institutions all over the world.,Online,Mazana awiri anatoleledwa muma sukulu a zaumoyo dziko lonse.,Mazana awiri anatoleledwa muma sukulu a zaumoyo dziko lonse.
Tom and Mary were in the middle of a heated argument when John walked into the room.,Online,Tom ndi Mary anali ali mkati mokangana kwambiri pamene John analowa mu chipindacho.,Tom ndi Mary anali ali mkati mokangana kwambiri pamene John analowa mu chipindacho.
Tom believes it's absolutely necessary to drink at least a liter of water every day.,Online,Tom amakhulupilira kuti mwa theradi ndikofunika kumwa lita imoodzi ya madzi tsiku lina lililonse.,Tom amakhulupilira kuti mwa theradi ndikofunika kumwa lita imoodzi ya madzi tsiku lina lililonse.
Tom bought an engagement ring for Mary with money he inherited from his grandfather.,Online,Tom anagulira Mary kachitsulo ka manja ka chikole kuchokera ku ndalama zomwe anapatsidwa ndi agogo ake amuna.,Tom anagulira Mary kachitsulo ka manja ka chikole kuchokera ku ndalama zomwe anapatsidwa ndi agogo ake amuna.
"Tom claims he doesn't watch much TV, but he watches more than three hours every day.",Online,"Tom amalimbikira kuti sawonera kwambiri kanema, koma amaonera kwambiri ma ola atatu tsiku lina lililonse.","Tom amalimbikira kuti sawonera kwambiri kanema, koma amaonera kwambiri ma ola atatu tsiku lina lililonse."
Tom doesn't have many clothes. That's why you always see him wearing the same thing.,Online,Tom alibe zovala zambiri. Ndichifukwa chake mumamuona akuvala zovala zomwezomwezo.,Tom alibe zovala zambiri. Ndichifukwa chake mumamuona akuvala zovala zomwezomwezo.
Tom found some skeletons in the cupboard when he was researching his family history.,Online,Tom anapeza mafupa mosungira zithu mmene amayang'ana mbiri ya banja lake.,Tom anapeza mafupa mosungira zithu mmene amayang'ana mbiri ya banja lake.
"Tom laughed at some of Mary's jokes, but he thought some of them weren't very funny.",Online,"Tom amaseka nthabwala za Mary, koma anaganiza kuti zina mwa izo sizinali nthabwala zoseketsa kwenikweni.","Tom amaseka nthabwala za Mary, koma anaganiza kuti zina mwa izo sizinali nthabwala zoseketsa kwenikweni."
Tom put up with the pain for a couple of weeks before finally going to the hospital.,Online,Tom anapilira ndi kuwawa komwe amamva masabata angapo asanapite pamapeto ake ku chipatala.,Tom anapilira ndi kuwawa komwe amamva masabata angapo asanapite pamapeto ake ku chipatala.
Tom sat staring at the tropical fish swimming around in the aquarium in his bedroom.,Online,Tom anakhala pansi ndikuyang'anitsitsa nthawi yaitali nsomba za tropical zikusambira mu aqurium ku chipinda chake.,Tom anakhala pansi ndikuyang'anitsitsa nthawi yaitali nsomba za tropical zikusambira mu aqurium ku chipinda chake.
"Tom wanted to stick around to see what would happen. Unfortunately, he had to leave.",Online,"Tom anakhalabe kuti awone chomwe chichitike. mwatsoka lake, anayenera kuchokapo","Tom anakhalabe kuti awone chomwe chichitike. mwatsoka lake, anayenera kuchokapo"
"Tom warned Mary that John was nothing but trouble. However, she ignored his warning.",Online,Tom anamuchenjeza Mary kuti John siwabwino koma mavuto. Komabe iye sanamvere kuchenjezaku.,Tom anamuchenjeza Mary kuti John siwabwino koma mavuto. Komabe iye sanamvere kuchenjezaku.
Tom's parents don't want Tom and Mary to live together until after they are married.,Online,Makolo a Tom sakufuna kuti Tom ndi Mary akhalire malo amodzi pokhapokha atakwatirana.,Makolo a Tom sakufuna kuti Tom ndi Mary akhalire malo amodzi pokhapokha atakwatirana.
Visitors are usually asked to remove their shoes before they enter a Japanese house.,Online,Alendo nthawi zambiri amauzidwa kuti avule nsapato zawo asanalowe nyumba za ma Japanese.,Alendo nthawi zambiri amauzidwa kuti avule nsapato zawo asanalowe nyumba za ma Japanese.
"Why shouldn't truth be stranger than fiction? Fiction, after all, has to make sense.",Online,"Chifukwa chiyani zoona zimakhala zodabwitsa kusiyana ndi nkhani zogopeka?. Zogopeka, mwa zonse, ziyenera kupereka tathauzo.","Chifukwa chiyani zoona zimakhala zodabwitsa kusiyana ndi nkhani zogopeka?. Zogopeka, mwa zonse, ziyenera kupereka tathauzo."
"With many students chatting, it was difficult to hear what the professor had to say.",Online,"Ndi omphunzira ambiri akucheza, zinali zovuta kuti umve zomwe a professor amafuna kunena.","Ndi omphunzira ambiri akucheza, zinali zovuta kuti umve zomwe a professor amafuna kunena."
You should always spend time doing things that help your children get ahead in life.,Online,Ukuyenera kutaya nthawi kuchita zithu zomwe zingathandize ana ako kupita patsogolo mu moyo wawo.,Ukuyenera kutaya nthawi kuchita zithu zomwe zingathandize ana ako kupita patsogolo mu moyo wawo.
"Let's go to the movies next time. ""What makes you think there will be a next time?""",Online,"Tiyeni tipite koonera kanema nthawi ina. ""Chomwe chikukupangitsa kuti kuzakhala nthawi ina ndi chani?""","Tiyeni tipite koonera kanema nthawi ina. ""Chomwe chikukupangitsa kuti kuzakhala nthawi ina ndi chani?"""
"An infant is not capable of speaking, so it just screams until it gets what it wants.",Online,"Kamwana sikatha kuyankhula, chocho kamagofuula mpakana kapeze zomwe kakufuna.","Kamwana sikatha kuyankhula, chocho kamagofuula mpakana kapeze zomwe kakufuna."
"At the funeral, the widow looked very dignified, with her black suit, hat and gloves.",Online,"Pa malirowo, nafedwa amaoneka wokhudzidwa kwambiri, atavala suite yake yokuda, chipewa ndima golovu mmanja.","Pa malirowo, nafedwa amaoneka wokhudzidwa kwambiri, atavala suite yake yokuda, chipewa ndima golovu mmanja."
"Daddy, let's make faces at each other and see who can keep from laughing the longest.",Online,"Abambo, tiyeni tiyang'anizane ndipo tione amene akhoza kukhala osaseka kwa nthawi yaitali.","Abambo, tiyeni tiyang'anizane ndipo tione amene akhoza kukhala osaseka kwa nthawi yaitali."
Do you think you have to be able to pass for a native speaker to be an effective spy?,Online,Ukuganiza kuti ukhoza kukwanitsa kupambana mwini chiyakhulo kuti ukhale wofufuza wachinsinsi wabwino?,Ukuganiza kuti ukhoza kukwanitsa kupambana mwini chiyakhulo kuti ukhale wofufuza wachinsinsi wabwino?
"Generally speaking, we Japanese are a little too timid in speaking foreign languages.",Online,"Kuyankhula mwa ntchuntchuntchu, ife a chijapani ndiotsalira pomphunzira ziyankhulo za maiko ena.","Kuyankhula mwa ntchuntchuntchu, ife a chijapani ndiotsalira pomphunzira ziyankhulo za maiko ena."
He made it clear that he had no intention of becoming a professional football player.,Online,Anayakhula momveka bwino kuti alibe maganizo ofuna kuzakhala katswiri wa mpira wamiyendo.,Anayakhula momveka bwino kuti alibe maganizo ofuna kuzakhala katswiri wa mpira wamiyendo.
"He turned the bottle upside down and shook it, but still the honey wouldn't come out.",Online,"Anagadamutsa botolo ndikugwedeza, komabe uchi sunatuluke.","Anagadamutsa botolo ndikugwedeza, komabe uchi sunatuluke."
I don't know what I'm going to do with my cat now that I'm moving to another country.,Online,Sindikudziwa kuti ndipanga nae chiyani mphaka wanga poti ndikupita ku dziko lina.,Sindikudziwa kuti ndipanga nae chiyani mphaka wanga poti ndikupita ku dziko lina.
I'd like to take advantage of this opportunity to thank you all for your cooperation.,Online,Ndikufuna nditengerepo mwayi pa nthawiyi kuthokoza inu nonse pololerana.,Ndikufuna nditengerepo mwayi pa nthawiyi kuthokoza inu nonse pololerana.
"If people who smoke are deprived of their cigarettes, they get nervous and irritable.",Online,"Ngati athu omwe amasuta achotsedwera fodya wosuta, amankhala amanjenje komanso okhumudwa.","Ngati athu omwe amasuta achotsedwera fodya wosuta, amankhala amanjenje komanso okhumudwa."
"If you want to hear a scary story, I'll tell you about a dream I had a few weeks ago.",Online,"Ngati ukufuna kumva nkhani zochititsa tsemwe, ndikuuzani za maloto omwe ndinali nawo ma sabata apitawo.","Ngati ukufuna kumva nkhani zochititsa tsemwe, ndikuuzani za maloto omwe ndinali nawo ma sabata apitawo."
"In London, the police are always worried about finding a bomb on the train or subway.",Online,"Ku London, apolice nthawi zonse amadandaula ndikupeza bomba pa sitima kapena njira zokumbidwa pansi pa nthaka momwe sitima zimadutsa.","Ku London, apolice nthawi zonse amadandaula ndikupeza bomba pa sitima kapena njira zokumbidwa pansi pa nthaka momwe sitima zimadutsa."
"In all of my travels, I have never seen a more beautiful mountain than Mount Everest.",Online,"Mu kuyenda kwanga konse, sindinaonepo Phiri lokongola ngati la Mount Everest.","Mu kuyenda kwanga konse, sindinaonepo Phiri lokongola ngati la Mount Everest."
"In many countries, the main reason that people come to big cities is because of work.",Online,"Mu maiko ambiri, chifukwa chachikulu chomwe athu amapita mizinda ikuluikulu ndi chifukwa cha ntchito.","Mu maiko ambiri, chifukwa chachikulu chomwe athu amapita mizinda ikuluikulu ndi chifukwa cha ntchito."
"It may seem like a crazy idea, but I think we should go visit Tom and Mary right now.",Online,"Zikhoza kuoneka ngati maganizo opepera, koma ndikuganiza kuti tipite tikayendere Tom ndi Mary pompano.","Zikhoza kuoneka ngati maganizo opepera, koma ndikuganiza kuti tipite tikayendere Tom ndi Mary pompano."
It was after a meeting in America that he decided to write a book for non-scientists.,Online,Unali utagotha mkumano omwe anapanga ku America pomwe anapanga ganizo kulemba buku la wathu osakonda za sayansi.,Unali utagotha mkumano omwe anapanga ku America pomwe anapanga ganizo kulemba buku la wathu osakonda za sayansi.
It was five days after she graduated that my daughter left Osaka Airport for Germany.,Online,Anali masiku asanu atamaliza mamphunzi a ukachenjede mwana wanga wakazi anachoka ku bwalo la ndege la Osaka ndikupita ku Germany.,Anali masiku asanu atamaliza mamphunzi a ukachenjede mwana wanga wakazi anachoka ku bwalo la ndege la Osaka ndikupita ku Germany.
"Ladies and gentlemen, due to an accident at the airport, our arrival will be delayed.",Online,"Azimayi ndi Azimbabo, chifukwa cha ngozi yachitika pa bwalo la ndenge, kufika kwathu kuchedwerapo.","Azimayi ndi Azimbabo, chifukwa cha ngozi yachitika pa bwalo la ndenge, kufika kwathu kuchedwerapo."
Make your airplane reservations early since flights fill up quickly around Christmas.,Online,Mulipiliretu malo a ndenge mofulumira malowa asanathe chifukwa amatha mofulumira mu nyengo ya christmas.,Mulipiliretu malo a ndenge mofulumira malowa asanathe chifukwa amatha mofulumira mu nyengo ya christmas.
Many native speakers of Japanese have trouble hearing the difference between B and V.,Online,Zika zambiri za ku japan zimakhala ndi vuto lokumva kusiyana kwa B ndi V.,Zika zambiri za ku japan zimakhala ndi vuto lokumva kusiyana kwa B ndi V.
My love for you won't let me tell you everything. Some things are better left unsaid.,Online,Chikondi changa pa iwe sichingandilole kukuuza china chilichonse. Zithu zina zofunika kuzisiya osazinena.,Chikondi changa pa iwe sichingandilole kukuuza china chilichonse. Zithu zina zofunika kuzisiya osazinena.
The airline provided free accommodation to stranded passengers as a goodwill gesture.,Online,Ogwira ntchito mu ndege amapereka malo ogona kwa ma kasitomala omwe asowekera ngati njira imodzi yosangalatsa makasitomala awo.,Ogwira ntchito mu ndege amapereka malo ogona kwa ma kasitomala omwe asowekera ngati njira imodzi yosangalatsa makasitomala awo.
The antiques my father left when he died turned out to be nothing but worthless junk.,Online,Katundu yemwe bambo anga anasiya pomwe anafa anasanduka opanda ntchito.,Katundu yemwe bambo anga anasiya pomwe anafa anasanduka opanda ntchito.
"The bomb blew Tom's house to smithereens. Fortunately, he wasn't at home at the time.",Online,"Bombalo linaphulitsa nyumba ya Tom kusanduka zidutswa. Mwayi wake, iye sanali ku nyumba nthawi imeneyi.","Bombalo linaphulitsa nyumba ya Tom kusanduka zidutswa. Mwayi wake, iye sanali ku nyumba nthawi imeneyi."
The number of students who were late for school was much smaller than I had expected.,Online,Kuwerenga kwa omphunzira omwe anachedwa ku sukulu chinali chiwerengero chochepa kusiyana ndi mmene ndinaganizira.,Kuwerenga kwa omphunzira omwe anachedwa ku sukulu chinali chiwerengero chochepa kusiyana ndi mmene ndinaganizira.
The old man in the wheelchair told me that he knew my mother when she was a teenager.,Online,Nkhalamba yomwe inali pa chikuku inandiuza kuti anawadziwa mayi anga pamene anali ndi zaka zama tini.,Nkhalamba yomwe inali pa chikuku inandiuza kuti anawadziwa mayi anga pamene anali ndi zaka zama tini.
The sudden increase of cars is causing a large number of traffic accidents every day.,Online,Kuchuluka mwa dzidzidzi kwa ma galimoto kukupangitsa ngozi kuchuluka pa msewu tsiku lina lililonse.,Kuchuluka mwa dzidzidzi kwa ma galimoto kukupangitsa ngozi kuchuluka pa msewu tsiku lina lililonse.
There is no other country in the world where earthquakes are as frequent as in Japan.,Online,Palibe dziko lina lililonse lomwe chivomezi chimagwedeza pafupipafupi ngati dziko la Japan.,Palibe dziko lina lililonse lomwe chivomezi chimagwedeza pafupipafupi ngati dziko la Japan.
They usually have breakfast at half past seven o'clock and eat their lunch at twelve.,Online,Nthawi zambiri amadya kadzutsa hafu pasiti seveni ndipo amadya nkhomalilo 12 koloko.,Nthawi zambiri amadya kadzutsa hafu pasiti seveni ndipo amadya nkhomalilo 12 koloko.
"Tom and Mary both wanted to go to Boston, but neither of them could get the time off.",Online,"Tom ndi Mary onse amafuna kupita ku Boston, koma palibe mwa iwo amafuna kugotaya nthawi chabe.","Tom ndi Mary onse amafuna kupita ku Boston, koma palibe mwa iwo amafuna kugotaya nthawi chabe."
Tom could tell by the smile on Mary's face that she had had a good time at the party.,Online,Tom amaoneka ndi kumwetulira pa nkhope ya Mary kuti anali ndi nthawi yopambana pa madyerero.,Tom amaoneka ndi kumwetulira pa nkhope ya Mary kuti anali ndi nthawi yopambana pa madyerero.
Tom couldn't completely rule out the possibility that he might be laid off from work.,Online,Tom sanakamalizitsa kuti kuti pali kuthekera kochotsedwa ku ntchito.,Tom sanakamalizitsa kuti kuti pali kuthekera kochotsedwa ku ntchito.
Tom is the first guy Mary has really been interested in since she broke up with John.,Online,Tom ndi mwamuna yemwe Mary wasangalatsidwa naye kuchokera pomwe anasiyana ndi John.,Tom ndi mwamuna yemwe Mary wasangalatsidwa naye kuchokera pomwe anasiyana ndi John.
Tom played a Spanish folk tune on his English horn at a Chinese restaurant in France.,Online,Tom amayimba nyimbo zachisipanishi kugwiritsa ntchito nyanga yachigerezi pa malo odyera achi chinese ku France.,Tom amayimba nyimbo zachisipanishi kugwiritsa ntchito nyanga yachigerezi pa malo odyera achi chinese ku France.
Tom pulled out some necklaces from his bag and told Mary to choose the one she liked.,Online,Tom anatulutsa zovala nkhosi kuchokera mu chikwama chake ndikumuuza Mary kuti asakhe chomwe wachikonda.,Tom anatulutsa zovala nkhosi kuchokera mu chikwama chake ndikumuuza Mary kuti asakhe chomwe wachikonda.
Tom took me to a restaurant where you can eat as much as you want for thirty dollars.,Online,Tom ananditengera ku malo odyera komwe ukhoza kudya mmene ungadyere pa mtengo wa madola makumi atatu.,Tom ananditengera ku malo odyera komwe ukhoza kudya mmene ungadyere pa mtengo wa madola makumi atatu.
Tom volunteered a good deal of his time to helping those less fortunate than himself.,Online,Tom anazipereka kupanga chithu ku nthawi yake kuthandiza omwe ali ndi mwayi ochepekedwa kusiyana ndi iye mwini.,Tom anazipereka kupanga chithu ku nthawi yake kuthandiza omwe ali ndi mwayi ochepekedwa kusiyana ndi iye mwini.
Tom was kicked out of his house by his parents when he confessed to being an atheist.,Online,Tom anathamangitsidwa nyumba ya makolo ake pomwe anavomereza kuti sakhulupilira Mulungu.,Tom anathamangitsidwa nyumba ya makolo ake pomwe anavomereza kuti sakhulupilira Mulungu.
When in doubt tell the truth. It will confound your enemies and astound your friends.,Online,"Ukakhala ukukayika, nena choonadi. Zizasokoneza adani ako ndikukayikitsa abwenzi ako.","Ukakhala ukukayika, nena choonadi. Zizasokoneza adani ako ndikukayikitsa abwenzi ako."
You're playing with fire if you insist on riding your motorcycle without a helmet on.,Online,Ukusewera ndi moto ngati ukuwumilira kupitilizabe kukwera njinga yamoto kupanda chipewa chakumutu.,Ukusewera ndi moto ngati ukuwumilira kupitilizabe kukwera njinga yamoto kupanda chipewa chakumutu.
"We were invited to their wedding. ""Is that so? Well, what are you going to get them?",Online,"Tinaitanidwa ku ukwati. ""Ndi choncho?"" Chabwino. Ukawapeza kuti?","Tinaitanidwa ku ukwati. ""Ndi choncho?"" Chabwino. Ukawapeza kuti?"
A lot of companies are going under lately because banks are so tight with their money.,Online,Ma kapani ambiri akugoyendera chocho chifukwa ma Bank akhwimitsa ndalama zawo.,Ma kapani ambiri akugoyendera chocho chifukwa ma Bank akhwimitsa ndalama zawo.
A pre-dawn raid has netted a large stash of illegal steroids and several bags of cash.,Online,Kutseka msewu mamawa zedi kusanache kwa apolice kwathandiza kupeza matumba a ndalama.,Kutseka msewu mamawa zedi kusanache kwa apolice kwathandiza kupeza matumba a ndalama.
"After years of suffering, she finally decided to forget the past and begin a new life.",Online,"Patatha zaka zambiri zovutika, anasankha kuiwala zambuyo ndikuyamba moyo wina watsopano.","Patatha zaka zambiri zovutika, anasankha kuiwala zambuyo ndikuyamba moyo wina watsopano."
"All happy families resemble each other, each unhappy family is unhappy in its own way.",Online,"Mabanja onse osangalala amafanana, banja lililonse losasangalala ndi losasangalala mu njira yawoyawo.","Mabanja onse osangalala amafanana, banja lililonse losasangalala ndi losasangalala mu njira yawoyawo."
"American politics are interesting to watch, especially during a presidential election.",Online,"Ndale zaku America ndizosangalatsa kuzionera, makamaka nthawi ya masankho a president.","Ndale zaku America ndizosangalatsa kuzionera, makamaka nthawi ya masankho a president."
"Democracy is the worst form of government, except all the others that have been tried.",Online,Demokalase ndi njira yoipitsitsa kwambiri yoyendetsera bomam kupatula onse omwe anayesedwapo.,Demokalase ndi njira yoipitsitsa kwambiri yoyendetsera bomam kupatula onse omwe anayesedwapo.
He said that he could smell something burning and that the telephones weren't working.,Online,Anati amava china chake chikupsya ndipo kuti ma telefoni samagwira ntchito.,Anati amava china chake chikupsya ndipo kuti ma telefoni samagwira ntchito.
"I don't need to sound like a native speaker, I just want to be able to speak fluently.",Online,"Sindikufuna kukhala ngati mwini chiyankhulo, ndikugofuna kuti ndizitha kuyankhula mosacheuka.","Sindikufuna kukhala ngati mwini chiyankhulo, ndikugofuna kuti ndizitha kuyankhula mosacheuka."
I don't understand and I'm not used to not understanding. Please explain it once more.,Online,"Sindikumvetsetsa, ndipo sindinazolowere kusamvetsetsa. Chonde, fotokozeraninso kamodzinso.","Sindikumvetsetsa, ndipo sindinazolowere kusamvetsetsa. Chonde, fotokozeraninso kamodzinso."
I heard that Tom had been smuggling drugs into America for years before he got caught.,Online,Ndinamva kuti Tom amazembetsa mankhwala ozunguza ubongo kupita nawo ku America kwa zaka asanamugwire.,Ndinamva kuti Tom amazembetsa mankhwala ozunguza ubongo kupita nawo ku America kwa zaka asanamugwire.
"I'd describe him as a middle-aged man in a yellow jacket, orange tie and a pink shirt.",Online,"Ndimamuika ngati munthu wa pakatikati mwamuna yemwe wavala lelemba la chikaso, ya oleji ndi shati ya pink.","Ndimamuika ngati munthu wa pakatikati mwamuna yemwe wavala lelemba la chikaso, ya oleji ndi shati ya pink."
"If you could go back and start your life again, from what age would you like to start?",Online,"Ngati ungabwererenso ku chiyambi cha moyo wako kamodzinso, ndi msinkhu uti omwe ungakonde kuyambira?","Ngati ungabwererenso ku chiyambi cha moyo wako kamodzinso, ndi msinkhu uti omwe ungakonde kuyambira?"
It seems that the policeman in this TV series is a dirty cop who abuses his authority.,Online,Zikuoneka kuti wa police ndandanda wa kanemayu ndi waziphuphu yemwe amagwiritsa ntchito molakwika mphamvu zake.,Zikuoneka kuti wa police ndandanda wa kanemayu ndi waziphuphu yemwe amagwiritsa ntchito molakwika mphamvu zake.
